,Seu ingresso no curso de graduação se deu por meio de políticas de ação afirmativa ou inclusão social?,"Qual a renda total de sua família, incluindo seus rendimentos?",Quem lhe deu maior incentivo para cursar a graduação?,Alguém em sua família concluiu um curso superior?,Até que etapa de escolarização sua mãe concluiu?,Até que etapa de escolarização seu pai concluiu?,qtd
426,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Ninguém,Sim,Ensino médio,Ensino Médio,3
844,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,3
687,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),3
648,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino médio,Ensino Superior - Graduação,3
666,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Médio,3
835,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino Superior - Graduação,Ensino Médio,3
588,Não,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,3
589,Não,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Pós-graduação,3
25,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino médio,Ensino Médio,3
840,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,3
841,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),3
842,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),3
440,Não,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,3
233,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,3
848,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino médio,Ensino Médio,3
241,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino médio,Ensino Superior - Graduação,3
1007,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino Superior - Graduação,Ensino Médio,3
21,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,3
234,Não,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),3
1012,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),3
746,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outros membros da família que não os pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,3
1124,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,3
845,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,3
1178,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Ninguém,Sim,Ensino médio,Nenhuma,2
681,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1196,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,2
1191,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Outros membros da família que não os pais,Sim,Ensino médio,Ensino Médio,2
689,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,2
691,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Pós-graduação,2
682,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
1274,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Médio,2
684,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,2
1167,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
1194,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1272,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Não,Ensino médio,Ensino Médio,2
1200,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
1225,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Pós-graduação,Ensino Superior - Graduação,2
649,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino médio,Pós-graduação,2
651,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Pós-graduação,Ensino Médio,2
652,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Pós-graduação,Ensino Superior - Graduação,2
656,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outras pessoas,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1255,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1248,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1233,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Colegas/Amigos,Não,Nenhuma,Nenhuma,2
662,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,2
1230,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,2
664,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Outros membros da família que não os pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1224,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Pós-graduação,Ensino Médio,2
634,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,2
1222,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Pós-graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1221,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Nenhuma,Nenhuma,2
1219,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Ensino médio,Pós-graduação,2
1162,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Ninguém,Não,Ensino médio,Nenhuma,2
1265,Sim,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Sim,Pós-graduação,Ensino Médio,2
1212,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
646,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
671,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
650,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Pós-graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
639,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Sim,Ensino Superior - Graduação,Ensino Médio,2
908,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Não,Ensino médio,Nenhuma,2
1083,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Não,Nenhuma,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
705,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Professores,Sim,Ensino médio,Ensino Médio,2
709,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Colegas/Amigos,Sim,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
990,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Nenhuma,Nenhuma,2
875,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Ensino médio,Ensino Médio,2
874,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
873,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
864,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Sim,Ensino médio,Ensino Médio,2
1004,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
857,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outras pessoas,Não,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
850,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1014,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,2
843,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,2
838,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
1015,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
836,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino Superior - Graduação,Nenhuma,2
1020,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Ninguém,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1025,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1036,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,2
828,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,2
883,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,2
884,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,2
989,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino médio,Ensino Superior - Graduação,2
958,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
916,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Ensino Superior - Graduação,Pós-graduação,2
633,Não,"De 4,5 a 6 salários mínimos (R$ 4216,51 a R$ 5.622,00).",Ninguém,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
937,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Pós-graduação,Ensino Médio,2
944,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,2
948,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Ensino médio,Nenhuma,2
949,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Não,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
954,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
961,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
888,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Nenhuma,2
963,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
974,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
978,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Não,Ensino médio,Ensino Médio,2
980,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino Superior - Graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
893,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Outros membros da família que não os pais,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
984,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
987,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Colegas/Amigos,Sim,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
826,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,2
1037,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outras pessoas,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,2
1045,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
731,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Ninguém,Sim,Pós-graduação,Ensino Médio,2
1118,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
1119,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
740,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outras pessoas,Sim,Pós-graduação,Pós-graduação,2
739,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outras pessoas,Sim,Ensino médio,Ensino Médio,2
736,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outras pessoas,Sim,Ensino Superior - Graduação,Ensino Superior - Graduação,2
1123,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1132,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Professores,Sim,Ensino médio,Ensino Superior - Graduação,2
1141,Sim,"De 10 a 30 salários mínimos (R$ 9370,01 a R$ 28.110,00).",Pais,Sim,Ensino médio,Pós-graduação,2
754,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
720,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,2
719,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Ninguém,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
718,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Ninguém,Sim,Ensino Superior - Graduação,Pós-graduação,2
1153,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Ninguém,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1156,Sim,"De 3 a 4,5 salários mínimos (R$ 2811,01 a R$ 4.216,50).",Ninguém,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
713,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Ninguém,Não,Ensino médio,Ensino Médio,2
710,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Colegas/Amigos,Sim,Pós-graduação,Ensino Médio,2
742,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Outros membros da família que não os pais,Sim,Ensino Superior - Graduação,Ensino Médio,2
755,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Não,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
1046,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Ensino médio,Ensino Médio,2
1064,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino médio,Pós-graduação,2
1047,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Não,Nenhuma,Nenhuma,2
821,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
812,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino médio,Ensino Médio,2
808,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,2
1054,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Outros membros da família que não os pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,2
799,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino médio,Ensino Médio,2
798,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Colegas/Amigos,Não,Ensino médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
790,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Professores,Sim,Pós-graduação,Pós-graduação,2
1107,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
789,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Professores,Sim,Pós-graduação,Ensino Superior - Graduação,2
772,Não,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,2
1092,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
1094,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Ensino fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,2
1099,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,2
1105,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Ensino médio,Nenhuma,2
1106,Sim,"De 1,5 a 3 salários mínimos (R$ 1405,51 a R$ 2.811,00).",Pais,Sim,Ensino médio,Pós-graduação,2
933,Sim,"Até 1,5 salário mínimo (até R$ 1405,50).",Pais,Sim,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),2
1280,Sim,"De 6 a 10 salários mínimos (R$ 5 622,01 a R$ 9.370,00).",Pais,Sim,Pós-graduação,Ensino Médio,2
62,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Não,Ensino médio,Ensino Superior - Graduação,2
74,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Ninguém,Sim,Ensino fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),2
216,Não,"Até 1,5 salário mínimo (até R$ 1405,50).",Professores,Sim,Nenhuma,Nenhuma,2
